index,Review,Sentiment
936,i was totally broken when the love of my life left me it was so hard for me almost gave up if not for friend who directed me to very good and powerful man called dr clement who helped me bring back the love of my life and now he treats me with so much love and care don know what problems you are passing through but with what he did for me know he can help you https wa me message hivaa3nk7mgdc1do not hesitate to get in touch with him if you need his helper lihat selengkapnya,positive
937,dari dulu sampe sekarang kalo bicara mie yah indomieee seleraku sing,positive
938,hrgx terjangkau dan rasax enak,positive
939,anak dlu alergi yg namanya susu sapi sampai uda ganti susu terus aku ganti susu child mil sampi sekarang ud chil kid alhamdulillah ud gak alergi lagi dan semkin aktif dan pintar ,positive
940,indomie itu ibarat ugd saat terburu buru mesti ngantor atw sekolah bisa siap dalam sekejap saat meringis di tanggal tua selalu terjangkau isi kantong pokoknya indomie selalu ada buat kita,positive
941,sangat memuaskan dari mulai artikel tanya jawab serta picture yg mengesankan memudahkan kita para ibu hamil dan menyusui untuk memahami apa yang prenagen sampaikan informasinya sangat membantu sekali dalam menjalankan kehamilan dan menyusui tak lupa juga cara mengurus bayi baru lahir trimakasih prenagen,positive
942,susu nya enak bagus ,positive
943,selain enk dpt rejeki pula sehrsny ada no lgsg untuk contac kode ny biar enk,positive
944,anak saya selalu nyemil nabati keju dan bisa buat snak lebaran mantap deh nabati,positive
945, anak generasi platinum sang juara terima kasih kepada morinaga platinum telah menemani putri saya mulai bayi hingga sekarang sudah umur 17m tumbuh kembang sangat bagus aktif cerdas senang sekaligus bangga lihat tumbuh kembangnya yg sangat bagus terima kasih moringa tetap setia menemani si kecil setiap hari ,positive
946,mengkonsumsi diabetasol membuat kita segera terhindar dari penyakit yang mengerikan ,positive
947,anakku minum susu 26 procal sangat suka sekali karena kandungan nutrisinya lengkap pertama minum s26 procal karena diberi free sample oleh wyeth terima kasih wyeth,positive
948, nutrisinya kurang ga berkualitas nih produk,negative
949,indomie selera ku ,positive
950,nyam nyam,negative
951,kopi mantap sesuai aromanya,positive
952,terima kasih atas kepercayaan bunda sardyanti chandra kepada produk sgm bunda hamil dan menyusui semoga bunda dan si kecil selalu sehat ya ,positive
953,indomie memang seleraku kesukaanku,positive
954,rasanya enak gk bikin ennek dh yg pasti hrg terjangkau,positive
955,enak sangat lezat mantav dan renyah,positive
956,my little angel jesslyn sangat menyukai susu formula morinaga platinum chil kid pertumbuhan anakku sehat cerdas dan pintar apalagi selain morinaga platinum sang juara ,positive
957,nutrisi yang terkandung dalam s26 procal sangat memenuhi kebutuhan nutrisi harian anak saya membuat anak semakin kreatif pintar daya ingatnya amazing dan semakin lancar bicara s26 pintarnya memang beda,positive
958,semua kluaraga juga anakku pengemar nabati kejunya itu loh yg bkin greget gk mau brenti untuk ngemilnya mantap,positive
959,indomie dr bagi indonesia,positive
960, tolong dong ini jadi buat anak aku sakit,negative
961,rasane enak sing rasa coklat sing liyane lumayan nice,positive
962,indomie emang gokil enaknya biar di negeri pamansam negeri kincir angin atau pun negeri si vikings gue tetep setia sama indomie lah walau punya cita rasa se nusantara harga bikin kantong tetep terjaga jaya terus buat indomie ,positive
963,indomie lovin it,negative
964,mantap selalu mulai pagi dengan kapal api,positive
965,diabetasol sangat penting sekali kita jadi punya info tentang penyakit tekanan gula darah,positive
966,produknya enak dan disukai anak2,positive
967,sy mau taxa sgm buat ibu hmil 4 bln apa ya,positive
968,bagus untuk perkembangan otak motorik anak usia 1 3 tahun ,positive
969,kopi kapal api rasanya mantapz sampe tempatnye aje aq simpen ,positive
970,sangat education dan senang ada pendukung nutris saat perencanaan kehamilan sampai menyusui ,positive
971,sus riquísimas galletas que otros productos hay,positive
972,nabati selalu hati keluarga anak saya sangat suka yang rasa keju dan saya rasa coklat rasanya gak bikin bosen pokoknya harganya juga cok tong cocok dikantong ,positive
973,harganya terjangkau rasanya sangat memukai cemilan kesukaan banget ,positive
974,saat suami ku dilarang minum kopi oleh dokter kasian bnget seperti ayam kehilangan induk lalu saya tanya minum apa ya pa buat menggantikan kopi yg gak boleh papa minum lagi eeee suami ku bilang ya minum milo lah ma lebih enak dan sehat kan cucok ,negative
975,susu yang sangat baik untuk pertumbuhan dan perkembangan otak anak nutrisinya jg lengkap dengan multiexcel highly recommended banget deh mantabs s26 procal gold ,positive
976,jangan terlalu mahal ,positive
977,dr sekian susu hanya sgm bunda yg serasi tuk anak saya bagus dan ekonomis,positive
978,anak saya sangat suka wafer nabati yang lebih dia suka nabati white dan keju dan harganya terjangkau terima kasih nabati,positive
979,indomie selerakuuu ,negative
980,dengan takaran yang pas anda akan mendapatkan sensasi kenikmatan kafein kopi tersebut antara kopi kapal api gula yang bisa dicampur sendiri di rumah lebih nikmat apalagi sehabis pulang dari kantor ,positive
981,lg hamil dan menyusui minum sgm bunda rasanya enak bgt gk bosan lho meski minum tiap hari sehari juga cuma perlu satu gelas aja ,positive
982,harga susu terjangkau rasa enak anak2 suka dan anak anak gk alergi am ni susu buat anak tmbh aktif dan sll ad ajj akal a,positive
983,setiap saat diwaktu santai ditemani secangkir kopi kapal api kopi gula dan susu pas banget dan bikin ketagihan lo yuk dicobain teman2 kopikapalapi,positive
984,susu formula nutrisi paling lengkap dri anak pertama sampe anak kedua tdk pernah berpaling dri s26 anak2 sllu minum susu sampe tahapan akhir ,positive
985,iya susu wyeth nutrition s26 susu yang enak dan bernutrisi yang baik untuk pertumbuhan anak ,positive
986,saya menjual produk kopi kapal api sejak sy mulai mengelola kantin pd thn 2004 hingga skrg kapal api memang top top top ,positive
987,love indomie so much ga pernah bs lepas dari nikmatnya indomie ,positive
988,doyan banget sama rasa coklatnya enak banget,positive
989,hi saat ini program nabati meriah sudah berakhir dari tanggal 31 mei 2019 untuk kode unik yang kamu sudah miliki kamu bisa simpan dan pindai scan di periode kedua nabati meriah yuk simak terus social media nabati indonesia untuk berbagai aktivitas seru selanjutnya,positive
990,nutrisinya lengkap dan cocok untuk anakku hanya saja harganya lumayan tinggi ,positive
991,rasa dan coklat sangat enak,positive
992,anak saya tharisya berusia hampir 3 tahun sejak lahir selalu saya beri morinaga dari mulai bmt chil mil chil kid dan sebentar lagi sudah mulai menggunakan chil school alhamdulillah tharisya tumbuh menjadi anak yang sehat dan cerdas alhamdulillah jarang sekali sakit pencernaannya cukup bagus jarang sekali ia mengalami sembelit pada saat bab perkembangan fiisknya pun termasuk cepat melompat dengan satu kaki atau dua kaki sudah mahir sekali berlarinya juga cukup kenc lihat selengkapnya,positive
993,indomie sangat mantabb udah dari dulu bumbunya tidak berubah mienya kenyal tu seleraku ,positive
994,favorit aku banget nabati mah,positive
995,i like itini baru bener kopi nikmat,positive
996,anak saya namanya aikohana christian sekarang usianya sudah 11 bulan saya baru coba chil mild kelihatan dari cara minumnya aiko suka dengan susu barunya setiap saya buat selalu habis thank morinaga,positive
997,pw aku mau tanya dong aku kan dr hamil sampe anak ku lahir pake produk kalbe ya beberapa bulan yg lalu aku dapet sms akan dapet hadiah musik box tapi sms nya ke hapus aku di suruh foto bukti pembelian susu anak nya terus masih bisa ga ya pw ,negative
998,anak saya skrg usia 20 bln sudah lama pakai susu morinaga platinum dari bmt skrg udah pakai chil kids wah emah kemampuan memori kuat dan aktif dlm beraktivitas,positive
999,alhamdulillah anak sy dr lahir minum mp mpe skrg dh umur 4 9 bln mp mantap,positive
1000,min saya minum milo kok malah jadi pusing ya min,negative
1001,aromanya begitu sedaaap,negative
1002,dari jamanya anak anak sampai sekarang udah punya anak tetep pilihanya indomie rasa khasnya indomie tak bisa terganti dengan yang lain dan anak anak pun menyukainya ,positive
1003,hai bunda marina mia terima kasih sudah share ya ,positive
1004,anak saya suka loh ,positive
1005,enak and banyak varian rasa jadi ga bosen,positive
1006,hai mam novia nurfadilah senangnya jika si kecil suka dan mam selalu berikan susu 26 untuk bantu penuhi nutrisi si kecil apakah saat ini mam juga sudah mengetahui dan sudah tergabung dalam program loyalty 26 ,positive
1007,pw bntr lg dd mpasi kra2 pure apa ya yg bgus bwt perdana mpasi trz mknnya shri brpa kli trma ksih pw ,positive
1008,indomie pa ja enak la ha ha pokoknya oke la,positive
1009, anak generasi platinum sang juara ,positive
1010,bagus enak gurih serta anak anak suka sekali karena renyah bahkan sekali gigit kagak mau berhenti,positive
1011,gimana caranya mau scan bungkus nabati melalui fb gan ,positive
1012,alhamdulillah pake morinaga si kecil progress pertumbuhannya lbh cpt dan lbh kreatif dan jg customer care nya kdg srg memantau perkembangan si kecil ,positive
1013,trimakasih mp brkat kamu anakku jarang bgt sakit aplg satu tahun kemarin ga pnah sakit cma demam dikit itupun krn gigi numbuh diatas sekali numbuh banyak salut dehhh biasany umur2 balita kn lbh gampang sakit tapi saya mau nanya bagaimana cara mengatasi anak suka takut seperti anak saya dengar suara hulan ato sejenis mobil alat berat dia ketakutan kenceng bgt nangisny sampe lari2 ga karuan kadang ampe nabrak benda2 sekitarny abis tu diam aja diajak bcanda jg ga mau seny lihat selengkapnya,negative
1014,produk ok mohon perbaikan saja dari sisi milo champ band yg akhir2 ini sering sync failed,negative
1015,pake cokelat kw sih,negative
1016,good milk sukaaaaaaa ,positive
1017,indomie mienya lebih enak bumbunya lebih krasa,positive
1018,nutrisinya lengkap kadar gula dalam susu rendah rasa disenangi bayi dan kemasan tersedia dalam berbagai ukuran berat ,positive
1019,gak ada 2 yah,negative
1020,anak saya tidak suka susu formula bubuk sudah dicoba yg lain juga tidak cocok akhirnya saya coba susu morinaga chil go jd mau minum sufor dan didampingi asi sekarang badannya lebih berisi ,positive
1021,kopi kapal api tiada duanya kopinya mantap obrolannya jalan yes ,positive
1022,wow program yang sangat inspiratif pasti akan sangat luar biasa jika suatu hari nanti bisa menjalin kerjabersama frisian flag dan frieslandcampina ,positive
1023,sejak umur 2th anak saya minum susu morinaga cocok bgt dr yg sebelumnya gaj ada yg cocok bagus deh,positive
1024,kita pasti bisa juara,positive
1025,rekomend banget deh renyah dan gak berlebihan rasanya kalau udah makan pingin lagi dan lagi ,positive
1026,diabetasol solusi bagi yang ngopi sehat seperti saya yang sering minum kopi ,positive
1027,terima kasih morinaga terima kasih kalbe telah membantu saya dalam memenuhi kebutuhan si kecil yg sekarang sudah beranjak besar udah 6 bulan usianya sebagai ibu yang juga bekerja membantu suami dengan aktifitas yang cukup padat komunikasi berupa sharing walaupun hanya lewat telepon tapi alhamdulillah sangat membantu saya dan juga menambah pengetahuan saya mengenai tumbuh kembang anak semoga sampai nanti pihak morinaga dan kalbe tidak bosan dalam berbagi penget lihat selengkapnya,positive
1028,dari awal hamil sampai sekarang menyusui mengonsumsi prenagen berbagai macam rasa sudah dikonsumsi rasanya enak dan gizinya sesuai kebutuhan ,positive
1029,3yr k7m5px,positive
1030,diabetasol pilihan pintar untuk mencegah menggurangi diabetes ,positive
1031,wafer nabati murah tapi gak murahan rasa wafernya gurih dan rasa keju dan coklatnya benar2 kerasa ,positive
1032,bun kalo kita bancur susu tpi udh lbih dri 2 jam dalam keadaaan msih hangat apa bsa digunakan lagi,negative
1033,hai pw saya mau share dikit ttg kehamilan saya saat ini saya sdg hamil anak pertama uk 14w berat badan saya gak kunjung naik sampe skrg tp perut mulai besar pdhl mkan sehari bs smpe 5 6x kira2 susu prenagen ini bs ngebantu nambah bb gak ya mohon infonya ya saya rada kepikiran soal bb saya ini ,positive
1034,dari baby ampe ini 3 thn allhamdulilah msh terus pake morinaga tr lg ke tahap child school udh cocok si kecil jg suka ada yg bilang apa sikecil udah sekolah tk pdhl kn belum msh 3 thn kurang klo diliat badanya udh pantes sekolah ada yg tanya lg kok pinter si udh hafal pham abc angka serta hijaiyah berkat morinaga pendukung gizi buah hatiku ,positive
1035,nabati memang enak dan ada variasi rasanya buat ganjel rasa lapar,positive
1036,kopi hitam kopi kapal apihemm nikmat rasanya mantap aromanya,positive
1037,keju nya terasa banget enak renyah ,positive
1038,jgn di tanya kalau masalah kopi hitam misua paling suka apalg bunda yg bikinnya mantaap kali bun2 yg buatnya racikan gimana nich gampang bingitzzzz sebelum diseduh sm coffe black terlebih dahulu airnya wajib mendidih jgn sekali2 airnya hnya suam2 tp hrs mendidih biar rasanyo muantaaapp ,positive
1039,bagaimna cara memasukan kode,positive
1040,bagus bgt anak saya dr ga mau minum susu jd mau skrng nafsu makannya juga udah banyak mksh chilkid platinum ,positive
1041,teman sejatiku di saat sibuk atoupun santai kopi kapal api selalu ada,positive
1042,cmilan sehat,positive
1043,morinaga platinum susu formula terbaik untuk perkembangan anakku sampai sekarang usia 1 tahun trimakasih morinaga,positive
1044,produk bagus s26 pilihan sya untuk anak skian sudah ganti2 produk s26 tdak menyedian kan s26 tokoh terdekat sya bli nya lumayan jauh ,positive
1045,bagus ,positive
1046,mudah mudahan menang ,positive
1047,bisa minta tolong klo bisa pagi nanti sy ganti isi data y,positive
1048,enyak enyak enyak tapi sayang rasa tiramisu nya gk ad lagi hiks ,negative
1049,morinaga platinum is the best dari usia 0 buln smpai skrg uda memasuki 3 bln saya beri bmt platinum untuk si buah hati sy alhmdulillah pertumbuhannya baik aktif ceria dan tmbh pintar terimakasih morinaga platinum seterusny akn setia pd morinaga platinum ,positive
1050,hi pastinya dong terima kasih ya ,positive
1051,ku slalu sedia richees dirumah enak bgt rasanya bikin ketagihan cemilan favoritku yaa richees nabati,positive
1052,cocok banget nih buat ortu akuu,positive
1053,enakk bangettlove it sgm,positive
1054,kemasan rasa aroma kopinyawaowwww,positive
1055,segera hubnggi 082311458422bisa tek over proses cepat cair 1 sampai 50,positive
